Gene ID	Associated Gene Name	Chromosome/scaffold name	Gene Start (bp)	Gene End (bp)	Strand
ENSMUSG00000110353	Gm45531	10	95823973	95842930	-1
ENSMUSG00000107587	Gm44989	6	130980290	130980506	-1
ENSMUSG00000103122	Gm37391	11	84189593	84191910	1
ENSMUSG00000092627	D130058E05Rik	1	89930234	89933290	1
ENSMUSG00000040938	Slc16a11	11	70212752	70216417	1
ENSMUSG00000102336	Gm37233	1	34427002	34433264	-1
ENSMUSG00000090864	Vmn2r40	7	8906772	8931504	-1
ENSMUSG00000083695	Rnf138rt1	X	163760139	163761329	-1
ENSMUSG00000029636	Wasf3	5	146384985	146473615	1
ENSMUSG00000035941	Ibtk	9	85687360	85749334	-1
ENSMUSG00000039546	Ajap1	4	153373221	153482811	-1
ENSMUSG00000051236	Msrb3	10	120781096	120899101	-1
ENSMUSG00000074211	Sdhaf1	7	30321406	30323895	-1
ENSMUSG00000086444	Gm15961	10	120800677	120801794	-1
ENSMUSG00000047747	Rnf150	8	82863356	83091268	1
ENSMUSG00000028559	Osbpl9	4	109061145	109202272	-1
ENSMUSG00000109600	Gm18212	8	82952512	82953400	1
ENSMUSG00000109876	Gm45449	8	83082258	83086957	-1
ENSMUSG00000101517	4732465J04Rik	10	95746077	95797236	1
ENSMUSG00000032215	Rsl24d1	9	73113426	73123333	1
ENSMUSG00000025616	Usp16	16	87454703	87483517	1
ENSMUSG00000098682	Otx2os1	14	48669288	48793348	1
ENSMUSG00000028378	Ptgr1	4	58965439	58987119	-1
ENSMUSG00000087454	Gm13174	4	153218176	153218595	1
ENSMUSG00000079432	Gm15023	X	135167624	135177632	-1
ENSMUSG00000032105	Pdzd3	9	44247307	44251471	-1
ENSMUSG00000085648	Gm13173	4	153145590	153146943	-1
ENSMUSG00000023048	Prr13	15	102459028	102462806	1
ENSMUSG00000086718	Gm16069	3	89180755	89182293	-1
ENSMUSG00000073699	Gm833	4	152697540	152700515	1
ENSMUSG00000033557	Fam20b	1	156678532	156719086	-1
ENSMUSG00000111824	RP24-553E23.6	9	105087075	105090181	1
ENSMUSG00000111044	RP24-553E23.8	9	105064805	105088286	-1
ENSMUSG00000087473	Gm13883	2	104256672	104275757	1
ENSMUSG00000111667	RP23-203D1.3	9	60535660	60536254	1
ENSMUSG00000023039	Krt7	15	101411043	101430313	1
ENSMUSG00000111809	RP23-203D1.5	9	60527419	60546035	1
ENSMUSG00000111761	RP23-203D1.2	9	60523967	60545882	-1
ENSMUSG00000057173	Rfx8	1	39665301	39720997	-1
ENSMUSG00000059687	Olfr108	17	37445480	37446517	1
ENSMUSG00000051007	Pddc1	7	141407794	141414136	-1
ENSMUSG00000098590	Gm1113	9	35509222	35518269	-1
ENSMUSG00000031364	Grpr	X	163513904	163549677	-1
ENSMUSG00000092573	Vmn2r-ps43	7	8872179	8885651	-1
ENSMUSG00000085586	Gm11613	11	97644184	97660367	-1
ENSMUSG00000104568	Gm43255	3	36203289	36205623	1
ENSMUSG00000080778	Gm7199	X	163477652	163479136	1
ENSMUSG00000103156	Gm38293	1	180763497	180768656	-1
ENSMUSG00000038630	Zkscan16	4	58943628	58958355	1
ENSMUSG00000043439	E130012A19Rik	11	97627389	97629702	-1
ENSMUSG00000108097	Gm44060	6	65271501	65271910	-1
ENSMUSG00000103649	Gm37768	1	180743210	180755836	-1
ENSMUSG00000040423	Rc3h1	1	160906418	160974978	1
ENSMUSG00000015467	Egfl8	17	34613349	34615971	-1
ENSMUSG00000023087	Noct	3	51224447	51251644	1
ENSMUSG00000092239	1700031A10Rik	17	36923792	36933432	1
ENSMUSG00000103343	Gm37052	1	160910789	160912619	1
ENSMUSG00000019850	Tnfaip3	10	19000910	19015657	-1
ENSMUSG00000103313	Gm38357	3	51231917	51234380	1
ENSMUSG00000107227	Gm42559	5	34469664	34473195	1
ENSMUSG00000102521	Gm37781	1	123457234	123460451	-1
ENSMUSG00000102940	Gm37551	1	123827299	123830159	-1
ENSMUSG00000085860	2410003L11Rik	11	97598511	97622893	1
ENSMUSG00000092176	Gm20460	17	34614484	34627349	-1
ENSMUSG00000104205	Gm37396	1	123468450	123469944	-1
ENSMUSG00000101985	Gm28929	1	123756558	123757750	1
ENSMUSG00000026499	Acbd3	1	180726043	180754204	1
ENSMUSG00000101994	Gm18875	1	123804540	123805421	-1
ENSMUSG00000104410	Gm37066	1	123391111	123393171	-1
ENSMUSG00000058400	Qrfpr	3	36179424	36222313	-1
ENSMUSG00000003282	Plag1	4	3900996	3938423	-1
ENSMUSG00000106180	Gm18893	3	36213814	36214756	-1
ENSMUSG00000092354	Gm20548	5	101837416	101846410	1
ENSMUSG00000109643	Gm45298	8	82796146	82803361	-1
ENSMUSG00000023175	Bsg	10	79704491	79711969	1
ENSMUSG00000104877	Gm42651	5	123682130	123683468	-1
ENSMUSG00000020706	Ftsj3	11	106249142	106256079	-1
ENSMUSG00000110514	RP23-114B10.5	8	69329218	69329554	1
ENSMUSG00000107609	Gm20177	6	65247273	65247606	1
ENSMUSG00000107581	Gm44828	6	130953357	130953462	-1
ENSMUSG00000079409	Gm5795	14	3188255	3196681	1
ENSMUSG00000108252	Gm44059	6	65232712	65233062	-1
ENSMUSG00000028049	Scamp3	3	89177473	89182765	1
ENSMUSG00000002028	Kmt2a	9	44803355	44881296	-1
ENSMUSG00000107522	Gm44988	6	130939248	130940408	-1
ENSMUSG00000107490	Gm44058	6	65213572	65214972	-1
ENSMUSG00000092477	Gm18808	17	37413142	37415123	-1
ENSMUSG00000068373	D430041D05Rik	2	104143073	104410334	-1
ENSMUSG00000025572	Tmc6	11	117765988	117782198	-1
ENSMUSG00000107575	Gm44128	6	130911171	130911389	-1
ENSMUSG00000032563	Mrpl3	9	105053239	105079888	1
ENSMUSG00000037210	Fam193a	5	34369933	34486456	1
ENSMUSG00000091849	Gm17188	14	3186101	3262317	-1
ENSMUSG00000096217	Gm4904	14	3254679	3255873	-1
ENSMUSG00000085766	2810430I11Rik	2	27882925	27887052	-1
ENSMUSG00000079038	D130040H23Rik	8	69271080	69314207	1
ENSMUSG00000104344	Gm38077	9	105064777	105068021	1
ENSMUSG00000092490	Gm20482	7	8855847	8862851	-1
ENSMUSG00000025287	Acot9	X	155262443	155297654	1
ENSMUSG00000044061	Olfr225	11	59610585	59615060	1
ENSMUSG00000083668	Gm5648	X	121334988	121336574	-1
ENSMUSG00000070577	Gm572	4	148643317	148671572	1
ENSMUSG00000111846	RP23-174E11.2	9	58979251	59033856	1
ENSMUSG00000094763	Gm1647	3	69131233	69157177	1
ENSMUSG00000108777	Gm45081	7	66078902	66079473	-1
ENSMUSG00000040121	Rep15	6	147032584	147034245	1
ENSMUSG00000079852	Klra4	6	130043731	130067271	-1
ENSMUSG00000027895	Kcnc4	3	107438303	107459552	-1
ENSMUSG00000094088	Ighv1-64	12	115507545	115508031	-1
ENSMUSG00000038379	Ttk	9	83834689	83872389	1
ENSMUSG00000061653	Vmn1r46	6	89969304	89977127	1
ENSMUSG00000083981	Gm15363	X	74958531	74959647	1
ENSMUSG00000025498	Irf7	7	141262706	141266481	-1
ENSMUSG00000025221	Kcnip2	19	45791839	45816061	-1
ENSMUSG00000108099	Gm43988	6	130083660	130083771	1
ENSMUSG00000080809	Olfr1273-ps	2	90292172	90298714	-1
ENSMUSG00000025993	Slc40a1	1	45908068	45926523	-1
ENSMUSG00000105432	Gm43218	6	70240427	70240972	-1
ENSMUSG00000072717	Klra11-ps	6	130082897	130094676	-1
ENSMUSG00000079283	2310009B15Rik	1	138851983	138856852	-1
ENSMUSG00000107034	Gm19060	5	77227378	77227950	1
ENSMUSG00000040842	Szrd1	4	141113001	141139775	-1
ENSMUSG00000079426	Arpc4	6	113378115	113390448	1
ENSMUSG00000039476	Prrx2	2	30834972	30881251	1
ENSMUSG00000037989	Wnk2	13	49036303	49148014	-1
ENSMUSG00000087273	Gm13203	4	148713703	148716581	1
ENSMUSG00000006019	Dhx34	7	16197147	16222037	-1
ENSMUSG00000031609	Sap30	8	57482707	57487860	-1
ENSMUSG00000058287	Gm12253	11	58432559	58441622	1
ENSMUSG00000030861	Acadsb	7	131410601	131448944	1
ENSMUSG00000019853	Hebp2	10	18539498	18546076	-1
ENSMUSG00000024247	Pkdcc	17	83215292	83225070	1
ENSMUSG00000103233	Gm37159	2	68891366	68894970	1
ENSMUSG00000029249	Rest	5	77265491	77286432	1
ENSMUSG00000103734	Gm37651	2	68962217	68963710	1
ENSMUSG00000089859	Gm13769	2	90322200	90326360	1
ENSMUSG00000103546	Gm37666	2	69013612	69014477	1
ENSMUSG00000027035	Cers6	2	68861441	69114282	1
ENSMUSG00000095630	Igkv6-23	6	70260409	70260955	-1
ENSMUSG00000096908	Trav7-3	14	53443249	53443839	1
ENSMUSG00000034185	6430628N08Rik	4	115890665	115899227	1
ENSMUSG00000083997	Gm12920	4	10813543	10814728	1
ENSMUSG00000040549	Ckap5	2	91526762	91620664	1
ENSMUSG00000085547	Gm13767	2	90358171	90383161	-1
ENSMUSG00000081303	Gm16011	16	45426845	45429506	-1
ENSMUSG00000083742	Vmn1r-ps3	4	3139141	3140057	-1
ENSMUSG00000080715	Gm5406	16	45411580	45412345	1
ENSMUSG00000096333	Gm13871	4	73901907	73905953	-1
ENSMUSG00000049685	Cyp2g1	7	26808892	26821205	1
ENSMUSG00000052642	4930504O13Rik	11	58446149	58452923	-1
ENSMUSG00000053182	Gm609	16	45411768	45492969	-1
ENSMUSG00000094798	Vmn1r2	4	3172083	3173006	1
ENSMUSG00000036285	Noa1	5	77294182	77310084	-1
ENSMUSG00000027293	Ehd4	2	120089175	120154606	-1
ENSMUSG00000082980	Olfr1274-ps	2	90398683	90403358	1
ENSMUSG00000013415	Igf2bp1	11	95957163	96005940	-1
ENSMUSG00000083699	Gm14932	X	121416143	121416789	1
ENSMUSG00000097620	4921514A10Rik	4	141115660	141118087	1
ENSMUSG00000092303	Vmn1r-ps29	6	89997612	90004589	1
ENSMUSG00000095982	Vmn1r3	4	3184382	3185305	-1
ENSMUSG00000041966	Dcaf17	2	71055328	71099142	1
ENSMUSG00000106080	Gm8836	6	70262565	70263912	1
ENSMUSG00000037953	A4gnt	9	99612502	99622367	1
ENSMUSG00000016933	Plcg1	2	160731300	160775760	1
ENSMUSG00000015709	Arnt2	7	84246278	84410176	-1
ENSMUSG00000087057	Gm11730	11	117094948	117097067	-1
ENSMUSG00000030276	Ttll3	6	113389260	113414587	1
ENSMUSG00000103747	Gm38236	2	68906003	68909231	1
ENSMUSG00000106325	Ighv8-10	12	115519340	115519782	-1
ENSMUSG00000098207	Arl14	3	69222419	69223618	1
ENSMUSG00000104262	Gm37747	2	68989381	68993383	1
ENSMUSG00000102662	Gm38377	2	69018096	69021867	1
ENSMUSG00000066315	Gm12918	4	10848420	10849055	1
ENSMUSG00000096917	2500002B13Rik	8	57488054	57508877	1
ENSMUSG00000100060	Gm17944	9	90033243	90033885	1
ENSMUSG00000100000	1700023F02Rik	10	66120605	66254223	-1
ENSMUSG00000094468	Trav6-4	14	53454296	53454784	1
ENSMUSG00000105668	Igkv8-22	6	70297554	70298119	-1
ENSMUSG00000109570	Gm44624	7	131396258	131398535	1
ENSMUSG00000060724	Vmn1r47	6	90021888	90022820	1
ENSMUSG00000107841	Gm44185	6	54902422	54905728	1
ENSMUSG00000109550	Gm44892	7	132321595	132322082	1
ENSMUSG00000056596	Trnp1	4	133491100	133498550	-1
ENSMUSG00000083220	Gm12919	4	10853843	10855436	1
ENSMUSG00000085614	1700123M08Rik	4	11966565	11994280	1
ENSMUSG00000040148	Hmx3	7	131542867	131544925	1
ENSMUSG00000082590	Gm14943	X	121816927	121819838	1
ENSMUSG00000026185	Igfbp5	1	72857932	72874884	-1
ENSMUSG00000094766	Trav7-4	14	53461099	53461738	1
ENSMUSG00000037979	Ccdc92	5	124834418	124862424	-1
ENSMUSG00000038346	Zfp384	6	125009145	125037870	1
ENSMUSG00000102181	Gm37190	3	48748510	48760949	-1
ENSMUSG00000109104	Gm6108	7	130766953	130767319	1
ENSMUSG00000084078	Olfr349-ps1	2	36844518	36845126	1
ENSMUSG00000097595	1500002F19Rik	7	132874739	132931197	-1
ENSMUSG00000076586	Igkv8-21	6	70314895	70315472	-1
ENSMUSG00000094410	Gm38394	1	133619940	133661318	-1
ENSMUSG00000082827	Gm5397	X	76196108	76198742	1
ENSMUSG00000044894	Uqcrq	11	53427922	53430831	-1
ENSMUSG00000057592	Vmn1r48	6	90035933	90036841	-1
ENSMUSG00000105666	Gm18711	14	53466079	53466828	1
ENSMUSG00000063885	Gm6498	14	48198716	48228413	1
ENSMUSG00000109087	Gm45105	7	131493507	131493903	-1
ENSMUSG00000076831	Trav8-1	14	53469756	53470232	1
ENSMUSG00000030859	Fam24a	7	131333864	131336927	1
ENSMUSG00000036858	Ptcra	17	46755663	46763712	-1
ENSMUSG00000098192	Gm3534	14	48408618	48409618	1
ENSMUSG00000095440	Fignl2	15	101050194	101078567	-1
ENSMUSG00000043314	Olfr30	11	58454105	58462270	-1
ENSMUSG00000033615	Cplx1	5	108518554	108550024	-1
ENSMUSG00000054746	Abca15	7	120328670	120407687	1
ENSMUSG00000103376	Gm37179	11	96006333	96007155	-1
ENSMUSG00000099928	Gm29202	11	96005889	96008055	1
ENSMUSG00000102263	Gm31415	3	49062378	49085259	1
ENSMUSG00000037600	Kdf1	4	133518963	133530790	1
ENSMUSG00000022451	Twf1	15	94577951	94589889	-1
ENSMUSG00000038611	Phrf1	7	141228784	141262750	1
ENSMUSG00000109651	Gm45463	8	93011619	93041516	1
ENSMUSG00000107745	Gm43917	6	86261555	86263914	-1
ENSMUSG00000099808	1700019P21Rik	1	138876272	138876951	-1
ENSMUSG00000037130	H2-M10.6	17	36812171	36815564	1
ENSMUSG00000029999	Tgfa	6	86195223	86275719	1
ENSMUSG00000071047	Ces1a	8	93020214	93048192	-1
ENSMUSG00000055541	Lair1	7	4003402	4063204	-1
ENSMUSG00000040729	Cep126	9	8076461	8134294	-1
ENSMUSG00000063179	Pstk	7	131371141	131394482	1
ENSMUSG00000026775	Yme1l1	2	23156369	23199260	1
ENSMUSG00000102976	Zc3h11a	1	133619862	133661380	-1
ENSMUSG00000042831	Alkbh6	7	30308717	30314304	1
ENSMUSG00000050015	Olfr350	2	36846310	36851702	1
ENSMUSG00000087555	Gm13997	2	120244921	120245598	-1
ENSMUSG00000075701	Selenos	7	66079649	66089405	1
ENSMUSG00000050211	Pla2g4e	2	120166412	120245335	-1
ENSMUSG00000048067	Olfr1349	7	6513269	6522950	-1
ENSMUSG00000009941	Nxf2	X	134944526	134964754	-1
ENSMUSG00000082873	Gm15367	X	75010590	75011605	1
ENSMUSG00000084054	Gm14945	X	121893424	121894541	1
ENSMUSG00000101338	Gm28139	10	66640918	66641862	1
ENSMUSG00000100623	Gm29428	1	130195980	130196388	1
ENSMUSG00000103803	Gm37064	1	129860815	129863045	1
ENSMUSG00000032750	Gab3	X	74966843	75085458	-1
ENSMUSG00000102800	Gm37479	1	129833148	129836988	1
ENSMUSG00000089648	Gm15790	1	129796608	129797858	-1
ENSMUSG00000092450	Vmn1r-ps31	6	90056409	90056646	-1
ENSMUSG00000103742	Gm38240	1	129283107	129285593	1
ENSMUSG00000092588	Gm20534	6	90056626	90056797	1
ENSMUSG00000094122	Rpl31-ps9	1	129801387	129801764	-1
ENSMUSG00000075383	Olfr351	2	36857539	36862660	-1
ENSMUSG00000104130	Gm36951	1	129710543	129713229	1
ENSMUSG00000104186	Gm37819	3	49137463	49138527	1
ENSMUSG00000083566	Gm14711	X	76227109	76228230	1
ENSMUSG00000059883	Irak4	15	94543643	94581815	1
ENSMUSG00000085027	Gm11840	4	11999474	12009043	-1
ENSMUSG00000042581	Thsd7b	1	129273302	130219278	1
ENSMUSG00000020823	Sec14l1	11	117115168	117159268	1
ENSMUSG00000103027	Gm37684	3	49207714	49208068	-1
ENSMUSG00000036430	Tbcc	17	46890684	46891847	1
ENSMUSG00000102679	Gm20557	3	49325680	49367359	1
ENSMUSG00000022972	1110004E09Rik	16	90925809	90934927	-1
ENSMUSG00000028138	Adh5	3	138443093	138455499	1
ENSMUSG00000103850	Gm3933	1	138915605	138916043	-1
ENSMUSG00000048655	Ccdc169	3	55137339	55172935	1
ENSMUSG00000090941	Gm17212	3	69335502	69335760	-1
ENSMUSG00000027784	Ppm1l	3	69316861	69560802	1
ENSMUSG00000067591	Klra3	6	130323289	130337574	-1
ENSMUSG00000102049	Zbed6	1	133655879	133660885	-1
ENSMUSG00000030956	Fam53b	7	132712082	132813886	-1
ENSMUSG00000097368	Gm10390	5	120121096	120139263	-1
ENSMUSG00000081355	Gm15264	3	94720023	94758116	-1
ENSMUSG00000104881	Gm43711	3	94737343	94737715	1
ENSMUSG00000023978	Prph2	17	46910459	46924933	1
ENSMUSG00000013787	Ehmt2	17	34898469	34914052	1
ENSMUSG00000042359	Osbpl6	2	76406508	76600647	1
ENSMUSG00000029594	Rbm19	5	120116465	120198981	1
ENSMUSG00000105114	Amd-ps5	6	70327036	70328024	1
ENSMUSG00000091315	Gm17214	3	69320045	69320585	-1
ENSMUSG00000085857	Gm15392	1	121489296	121493203	-1
ENSMUSG00000090743	Gm17213	3	69431009	69432368	-1
ENSMUSG00000040112	Mrps35	6	147042764	147073991	1
ENSMUSG00000026339	Ccdc93	1	121431049	121506460	1
ENSMUSG00000076587	Igkv6-20	6	70335841	70336507	-1
ENSMUSG00000019856	Fam184a	10	53633145	53750909	-1
ENSMUSG00000103607	Gm37021	3	23085975	23088949	1
ENSMUSG00000029110	Rnf4	5	34336289	34355629	1
ENSMUSG00000084110	Gm4992	X	121913227	121913994	1
ENSMUSG00000081287	Olfr333-ps1	11	58477334	58478273	-1
ENSMUSG00000033024	Klra9	6	130178675	130193112	-1
ENSMUSG00000041372	B4galnt3	6	120203073	120294559	-1
ENSMUSG00000095932	Vmn1r49	6	90072086	90078498	-1
ENSMUSG00000096594	Igkv8-19	6	70340876	70341453	-1
ENSMUSG00000085471	4933423P22Rik	2	90479236	90488425	1
ENSMUSG00000105590	Gm43364	5	108550081	108553354	-1
ENSMUSG00000086104	Gm14707	X	76243690	76244272	-1
ENSMUSG00000082840	Gm16421	X	122100927	122102483	1
ENSMUSG00000081095	Gm14946	X	122219850	122220145	-1
ENSMUSG00000055447	Cd47	16	49855618	49915010	1
ENSMUSG00000100783	2310047D07Rik	5	149231332	149237984	1
ENSMUSG00000053146	Olfr352	2	36868460	36872785	1
ENSMUSG00000025314	Ptprj	2	90429754	90580647	-1
ENSMUSG00000060890	Arr3	X	100605497	100618493	1
ENSMUSG00000100465	Gm29264	5	149234816	149247682	-1
ENSMUSG00000103637	Gm38330	1	129372304	129373262	1
ENSMUSG00000075382	Olfr353	2	36889205	36892936	-1
ENSMUSG00000103281	Gm37278	1	129943162	129946033	1
ENSMUSG00000059482	2610301B20Rik	4	10874498	10899425	1
ENSMUSG00000030178	Klra13-ps	6	130290878	130306428	-1
ENSMUSG00000049556	Lingo1	9	56618475	56796468	-1
ENSMUSG00000007812	Zfp655	5	145231715	145247302	1
ENSMUSG00000026234	Ncl	1	86344719	86359400	-1
ENSMUSG00000060063	Alox5ap	5	149264767	149288153	1
ENSMUSG00000055088	Olfr354	2	36905680	36916038	1
ENSMUSG00000028568	Btf3l4	4	108814295	108833614	-1
ENSMUSG00000081591	Gm13440	2	36909095	36909590	1
ENSMUSG00000067599	Klra7	6	130218605	130233322	-1
ENSMUSG00000096907	Gm6113	X	26735065	26756219	-1
ENSMUSG00000030330	Ing4	6	125039760	125049265	1
ENSMUSG00000075380	Olfr355	2	36925190	36928897	-1
ENSMUSG00000107317	Gm19719	5	149282752	149287868	-1
ENSMUSG00000102365	Gm37045	1	138960441	138962903	-1
ENSMUSG00000043633	Fam221b	4	43659622	43669145	-1
ENSMUSG00000102045	Gm21294	Y	89052806	89079015	1
ENSMUSG00000085467	Gm11842	4	12027505	12040894	1
ENSMUSG00000030960	Mettl10	7	132827457	132852673	-1
ENSMUSG00000102721	A630081D01Rik	1	80747222	80749054	-1
ENSMUSG00000103192	Gm37645	1	80666009	80669564	-1
ENSMUSG00000026295	Spp2	1	88406961	88426438	1
ENSMUSG00000104488	Gm38062	1	80728809	80730664	-1
ENSMUSG00000049488	Tmem67	4	12039355	12090020	-1
ENSMUSG00000026023	Cdk15	1	59256906	59352993	1
ENSMUSG00000028871	Rspo1	4	124986430	125009099	1
ENSMUSG00000102214	Gm37492	3	23374942	23375317	-1
ENSMUSG00000074918	Inafm2	2	118745758	118748810	1
ENSMUSG00000038608	Dock10	1	80501073	80758527	-1
ENSMUSG00000028707	Dmbx1	4	115915119	115939926	-1
ENSMUSG00000043770	Gm12481	4	43664043	43664339	1
ENSMUSG00000070719	Pla2g4d	2	120265595	120289197	-1
ENSMUSG00000109341	Gm44556	7	84338095	84347869	1
ENSMUSG00000078716	Tmem8b	4	43668971	43692668	1
ENSMUSG00000102605	Gm37264	1	75468570	75470761	-1
ENSMUSG00000087011	Gm12930	4	124957647	124987009	-1
ENSMUSG00000033007	Asic4	1	75450436	75474343	1
ENSMUSG00000104309	Gm5846	3	49381333	49382746	-1
ENSMUSG00000038762	Abcf1	17	35956819	35969761	-1
ENSMUSG00000104437	Gm37424	3	49530750	49531310	1
ENSMUSG00000070943	Olfr356	2	36933610	36938190	1
ENSMUSG00000020163	Uqcr11	10	80402997	80406830	-1
ENSMUSG00000033295	Ptprf	4	118208213	118291405	-1
ENSMUSG00000045838	A430105I19Rik	2	118754158	118762661	-1
ENSMUSG00000111845	RP23-250B18.1	9	8153761	8154186	-1
ENSMUSG00000111353	RP23-250B18.3	9	8142541	8185129	1
ENSMUSG00000087028	Gm13387	2	25122603	25145396	-1
ENSMUSG00000108839	Gm44547	7	131785134	131786579	-1
ENSMUSG00000111069	RP23-342N3.1	9	22370552	22371779	-1
ENSMUSG00000107553	Gm44266	6	138600842	138601341	1
ENSMUSG00000109610	Gm7432	8	61380509	61381387	-1
ENSMUSG00000109016	Gm44647	7	130520845	130521272	1
ENSMUSG00000056943	Gm10015	8	61364019	61364483	-1
ENSMUSG00000036777	Anln	9	22332012	22389188	-1
ENSMUSG00000055838	Olfr357	2	36993827	37001847	1
ENSMUSG00000030858	1700007K09Rik	7	131325944	131329516	-1
ENSMUSG00000093962	Gm11756	4	73916728	73920760	-1
ENSMUSG00000062472	Gm4945	17	47042587	47043039	-1
ENSMUSG00000031642	Sh3rf1	8	61223872	61396071	1
ENSMUSG00000046717	Igbp1b	6	138657089	138658544	-1
ENSMUSG00000072770	Acrbp	6	125049689	125063267	1
ENSMUSG00000102731	Gm38261	3	49603561	49603876	1
ENSMUSG00000040125	Gpr26	7	131966460	131994405	1
ENSMUSG00000081854	Gm11447	2	160845613	160846470	1
ENSMUSG00000085297	Gm11651	11	105965608	105985694	-1
ENSMUSG00000032184	Lysmd2	9	75625741	75637771	1
ENSMUSG00000096900	Trav9-1	14	53488045	53488567	1
ENSMUSG00000106188	Gm9710	5	145265879	145266377	-1
ENSMUSG00000011305	Plin5	17	56111601	56117596	-1
ENSMUSG00000022956	Atp5o	16	91684398	91931687	-1
ENSMUSG00000020681	Ace	11	105967945	105989964	1
ENSMUSG00000050700	Emilin3	2	160906437	160912328	-1
ENSMUSG00000096149	Trav6-5	14	53491115	53491622	1
ENSMUSG00000005813	Metap1	3	138458956	138489515	-1
ENSMUSG00000084143	Gm13400	2	30923978	30924357	-1
ENSMUSG00000068876	Cgn	3	94760069	94786492	-1
ENSMUSG00000050737	Ptges	2	30889471	30929863	-1
ENSMUSG00000027894	Slc6a17	3	107467543	107518018	-1
ENSMUSG00000070420	Zscan25	5	145280500	145291278	1
ENSMUSG00000047517	Dmbt1	7	131032053	131121630	1
ENSMUSG00000087147	Gm14228	2	160925541	160926648	-1
ENSMUSG00000025652	Tmem89	9	108914619	108915563	1
ENSMUSG00000096551	Trav10	14	53505727	53506286	1
ENSMUSG00000091888	Vmn2r80	10	79148797	79195012	1
ENSMUSG00000052157	Gm650	X	155304199	155305749	-1
ENSMUSG00000108037	Gm44597	6	125039816	125051542	1
ENSMUSG00000014039	Prdm15	16	97791467	97851850	-1
ENSMUSG00000052137	Rbm12b2	4	12089439	12096243	1
ENSMUSG00000028396	2310002L09Rik	4	73939371	73950846	-1
ENSMUSG00000055515	Vmn2r81	10	79247777	79294535	1
ENSMUSG00000046804	Phgr1	2	118772769	118778165	1
ENSMUSG00000087240	Gm15976	16	91924438	91928635	1
ENSMUSG00000108034	Gm43989	6	125010173	125049851	-1
ENSMUSG00000099419	1700001D01Rik	8	61281522	61288872	-1
ENSMUSG00000100336	Gm29601	1	96543059	96556703	-1
ENSMUSG00000086207	Gm14717	X	76246984	76261392	-1
ENSMUSG00000104682	Gm42636	5	145292770	145295008	1
ENSMUSG00000102542	Gm38133	13	102114117	102116035	-1
ENSMUSG00000072662	Mansc4	6	147075060	147087032	-1
ENSMUSG00000094553	Vmn1r50	6	90101556	90108207	1
ENSMUSG00000102203	4930412E21Rik	3	23461050	23521398	1
ENSMUSG00000100589	4930533P14Rik	1	96612057	96662573	-1
ENSMUSG00000084052	Gm11745	11	117134598	117135045	1
ENSMUSG00000091468	Vmn2r82	10	79356576	79397198	1
ENSMUSG00000095862	Trav6-6	14	53516929	53517366	1
ENSMUSG00000100362	Gm1833	1	96645420	96646170	1
ENSMUSG00000083537	Gm14942	X	122347613	122347948	1
ENSMUSG00000022957	Itsn1	16	91729281	91920597	1
ENSMUSG00000050813	Olfr332	11	58487950	58492555	-1
ENSMUSG00000057133	Chd6	2	160946978	161109075	-1
ENSMUSG00000096615	Trav11	14	53519303	53519859	1
ENSMUSG00000085940	4930405D11Rik	11	90804692	90895149	1
ENSMUSG00000055733	Nap1l3	X	122394565	122397401	-1
ENSMUSG00000070419	Cyp3a57	5	145345279	145390926	1
ENSMUSG00000083764	Gm11516	11	90859767	90861348	-1
ENSMUSG00000108196	Gm44025	6	134754246	134755192	1
ENSMUSG00000106620	Trav7-5	14	53530786	53531313	1
ENSMUSG00000029659	Medag	5	149411749	149431723	1
ENSMUSG00000030203	Dusp16	6	134715468	134792625	-1
ENSMUSG00000076589	Igkv8-18	6	70355852	70356445	1
ENSMUSG00000062818	Vmn1r51	6	90122643	90130990	1
ENSMUSG00000106031	Gm8848	6	70368458	70369800	-1
ENSMUSG00000028920	Fbxo42	4	141147913	141204062	1
ENSMUSG00000107825	Gm44296	6	30735029	30735924	-1
ENSMUSG00000085180	AI838599	4	3242055	3258092	1
ENSMUSG00000040102	Klhl42	6	147091379	147112778	1
ENSMUSG00000086729	Gm15589	5	24333923	24337216	1
ENSMUSG00000040464	Gtpbp10	5	5537454	5559538	-1
ENSMUSG00000051855	Mest	6	30723547	30748465	1
ENSMUSG00000025289	Prdx4	X	155323918	155340754	-1
ENSMUSG00000038319	Kcnh2	5	24319589	24351604	-1
ENSMUSG00000095794	Igkv6-17	6	70371439	70371993	1
ENSMUSG00000007107	Atp1a4	1	172223513	172258414	-1
ENSMUSG00000108535	Gm45071	16	58960203	58960773	1
ENSMUSG00000078964	Ces1b	8	93056728	93080017	-1
ENSMUSG00000001995	Sipa1l2	8	125418063	125569808	-1
ENSMUSG00000107686	Gm9038	6	138859521	138860124	-1
ENSMUSG00000081165	Gm11783	4	3258349	3259233	1
ENSMUSG00000108178	Gm44267	6	139137127	139137511	1
ENSMUSG00000083632	Gm11786	4	3327175	3327329	1
ENSMUSG00000025082	Vwa2	19	56874249	56912078	1
ENSMUSG00000107569	Gm44268	6	139140770	139140933	1
ENSMUSG00000108128	4922502N22Rik	6	139315597	139322576	-1
